index,Geography,Product,Custom Segment Value,Custom Sub Segment Value,Custom Parent Value,Custom Major Brand Value,Custom Brand Value,Dollar Sales,Dollar Sales Year Ago,Dollar Sales Change vs YA,Dollar Sales % Change vs YA,Unit Sales,Unit Sales Year Ago,Unit Sales Change vs YA,Unit Sales % Change vs YA,ACV Weighted Distribution,ACV Weighted Distribution Year Ago,ACV Weighted Distribution Change vs YA
151,Total US - Multi Outlet,JAPONESQUE IMPLEMENTS EYELASH CURLER 2 CT - 3942859969,FACE,EYELASH CURLER,JAPONESQUE,JAPONESQUE,JAPONESQUE,1191241.207,466940.6172,724300.5897,1.551162103,124145.4124,51847.55056,72297.8618,1.394431579,35.45692609,28.25511226,7.201813829
154,Total US - Multi Outlet,KISS RED IMPLEMENTS EYELASH CURLER 1 CT - 1562124601,FACE,EYELASH CURLER,"KISS PRODUCTS, INC.",KISS,KISS RED,2.510034635,22.58141041,-20.07137577,-0.88884509,2.000228047,9.032564163,-7.032336116,-0.778553685,0.000637,0.001693094,-0.001055782
155,Total US - Multi Outlet,KISS RED IMPLEMENTS EYELASH CURLER 1 CT - 1562126388,FACE,EYELASH CURLER,"KISS PRODUCTS, INC.",KISS,KISS RED,91.00810699,220.1513651,-129.1432581,-0.586611208,41.12120318,112.4699994,-71.34879625,-0.634380694,0.006170696,0.017924329,-0.011753633
156,Total US - Multi Outlet,L A COLORS IMPLEMENTS EYELASH CURLER 1 CT - 8155510919,FACE,EYELASH CURLER,BEAUTY 21 COSMETICS,L A COLORS,L A COLORS,167981.6964,223258.1892,-55276.4928,-0.24758999,164087.8243,223173.2539,-59085.42958,-0.264751392,1.763570569,2.07744393,-0.313873361
158,Total US - Multi Outlet,LA CROSS IMPLEMENTS EYELASH CURLER 4 CT - 7528074860,FACE,EYELASH CURLER,COTY BEAUTY,LA CROSS,LA CROSS,0,3.45972535,-3.45972535,-1,0,1.002818942,-1.002818942,-1,0,0.001072273,-0.001072273
159,Total US - Multi Outlet,LANCOME IMPLEMENTS EYELASH CURLER 1 CT - 0597025926,FACE,EYELASH CURLER,LOREAL USA,LANCOME,LANCOME,7742.602879,8021.929232,-279.3263529,-0.034820346,412.8093374,418.9316102,-6.122272849,-0.014614015,0.152485623,0.138636797,0.013848826
161,Total US - Multi Outlet,LE SALON IMPLEMENTS EYELASH CURLER 1 CT - 6154104670,FACE,EYELASH CURLER,SYMAK SALES CO INC,LE SALON,LE SALON,0,3.48199543,-3.48199543,-1,0,1.164546967,-1.164546967,-1,0,0.000292,-0.000292
162,Total US - Multi Outlet,LUXE STUDIO IMPLEMENTS EYELASH CURLER 1 CT - 7203298507,FACE,EYELASH CURLER,PACIFIC WORLD CORP,LUXE STUDIO,LUXE STUDIO,0,13.76,-13.76,-1,0,2,-2,-1,0,0.006918482,-0.006918482
163,Total US - Multi Outlet,MAC IMPLEMENTS EYELASH CURLER 1 CT - 7360227621,FACE,EYELASH CURLER,ESTEE LAUDER INC,MAC,MAC,2036.161505,1472.971018,563.1904869,0.382350012,111.0363017,79.04998302,31.98631871,0.4046341,0.015023615,0.014317151,0.000706
167,Total US - Multi Outlet,MAYBELLINE EXPERT TOOLS IMPLEMENTS EYELASH CURLER 1 CT - 4155453542,FACE,EYELASH CURLER,LOREAL USA,MAYBELLINE,MAYBELLINE EXPERT TOOLS,535452.9514,599092.4935,-63639.5421,-0.106226572,104617.4251,118370.4925,-13753.06743,-0.11618662,35.68254726,35.69234491,-0.009797651
171,Total US - Multi Outlet,NOBRAND IMPLEMENTS EYELASH CURLER 1 CT - 6432329789,FACE,EYELASH CURLER,UPPER CANADA SOAP & CANDLE,NOBRAND,NOBRAND,0,3.946697971,-3.946697971,-1,0,1.130859017,-1.130859017,-1,0,0.001805822,-0.001805822
181,Total US - Multi Outlet,NYX IMPLEMENTS EYELASH CURLER 1 CT - 0089714048,FACE,EYELASH CURLER,LOREAL USA,NYX,NYX,997.9734523,629.0014729,368.9719794,0.586599548,218.148137,123.7726431,94.37549388,0.762490737,0.076530633,0.077255958,-0.000725
184,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 103322434,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,33354.86929,407014.8088,-373659.9395,-0.918049986,14668.45195,190622.4752,-175954.0233,-0.923049725,0.826464874,1.45137791,-0.624913036
191,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 269161561,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,28138.23093,26544.75878,1593.472146,0.060029634,7553.965798,7140.962569,413.0032285,0.057835792,0.416682801,0.444535183,-0.027852383
193,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 289496398,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,3809.577037,172622.1549,-168812.5778,-0.977931123,1741.109499,69001.97929,-67260.86979,-0.974767253,0.716289272,3.564954123,-2.848664851
200,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 36998663,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,28924.51566,70348.56723,-41424.05156,-0.588840018,4027.341593,9212.27796,-5184.936367,-0.56282891,1.784729668,2.031198475,-0.246468807
205,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 40463330,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,2.988493444,4.055576849,-1.067083405,-0.263115075,5.065243125,7.00963974,-1.944396615,-0.277388951,0.001081787,0.001090115,-8.33E-06
206,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 419065814,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,395196.0758,291800.9738,103395.1021,0.354334328,109894.6253,115538.7107,-5644.085407,-0.048850168,3.772641869,3.6927751,0.079866769
210,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 4509684843,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,1.924463097,28.15335541,-26.22889232,-0.931643562,3.189732909,22.37991595,-19.19018304,-0.857473419,0.001532034,0.027276845,-0.02574481
211,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 469162349,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,174.0943685,533.2416872,-359.1473187,-0.673516957,97.5715934,231.3788439,-133.8072505,-0.578303739,0.031712434,0.109177575,-0.07746514
213,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 565810039,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,238200.1995,65577.87565,172622.3238,2.632325645,94349.43149,25622.99317,68726.43832,2.682217408,3.590759301,3.324472993,0.266286308
217,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 669220656,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,7.981877935,-7.981877935,-1,0,5.020205975,-5.020205975,-1,0,0.008109495,-0.008109495
218,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 901363795,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,44281.98531,0,44281.98531,0,7506.960821,0,7506.960821,0,1.670841847,0,1.670841847
241,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 188260679,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,2.503629923,-2.503629923,-1,0,2.503629923,-2.503629923,-1,0,0.001447661,-0.001447661
242,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 188260680,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,115.0210158,121.8008358,-6.779819974,-0.055663165,37.58856726,39.4782306,-1.889663339,-0.047865958,0.002782465,0.002982974,-0.000201
246,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 490444283,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,41344.5711,37056.79484,4287.776257,0.115708233,11615.20772,10541.63152,1073.576195,0.10184156,0.81487198,0.848614795,-0.033742815
247,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 492095930,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,23902.47348,22398.74641,1503.727071,0.06713443,4335.466556,4061.456758,274.0097984,0.067465891,0.545379835,0.576741989,-0.031362154
249,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 600390615,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,87998.28767,170182.256,-82183.96834,-0.482917375,16778.75892,35106.56957,-18327.81064,-0.522062135,2.08628898,2.39554702,-0.309258039
250,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 6289328,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,97369.0797,82718.00033,14651.07937,0.177120812,27929.28919,23721.16145,4208.127743,0.177399734,1.417846494,1.411899384,0.00594711
253,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 904868232,FACE,EYELASH CURLER,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,29831.6457,0,29831.6457,0,5522.192477,0,5522.192477,0,1.61860154,0,1.61860154
255,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 10577404,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,18.73041696,0,18.73041696,0,3.21634686,0,3.21634686,0,0.001819271,0,0.001819271
256,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 10732204,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,28705.68311,22573.45302,6132.230089,0.271656715,6263.881635,4961.582767,1302.298867,0.262476498,0.395122619,0.433994833,-0.038872214
258,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 1380152419,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,5291.076356,34669.24124,-29378.16488,-0.847384132,890.0812998,6155.296051,-5265.214751,-0.855395859,0.704658193,3.86729729,-3.162639098
259,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 1380152420,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,16.64388371,-16.64388371,-1,0,4.032135963,-4.032135963,-1,0,0.005760889,-0.005760889
260,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 200854699,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,481987.444,7071.895464,474915.5485,67.15534059,210180.3475,3094.12565,207086.2218,66.92883395,1.432457204,0.209779341,1.222677863
263,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 219117496,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0.622875595,0,0.622875595,0,1.038125992,0,1.038125992,0,0.000599,0,0.000599
264,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 23860303,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,59179.22863,39249.69248,19929.53615,0.507762861,20423.02986,13515.77347,6907.256396,0.511051507,0.4329907,0.43987593,-0.00688523
265,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 25671358,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,26856.69329,27068.33902,-211.6457341,-0.007818941,6597.726672,6254.909885,342.8167871,0.05480763,0.41782641,0.435048249,-0.017221839
266,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 25901491,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0.819937606,2.260671383,-1.440733777,-0.637303497,2.02757597,4.022335887,-1.994759917,-0.495920772,0.001514199,0.001947506,-0.000433
267,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 28713214,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,3.850333608,-3.850333608,-1,0,2.065636992,-2.065636992,-1,0,0.001087159,-0.001087159
268,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 28834371,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,1157.643747,-1157.643747,-1,0,317.7158478,-317.7158478,-1,0,0.080531399,-0.080531399
270,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 31081424,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,960395.2224,636593.9901,323801.2323,0.508646386,161298.2316,109691.0189,51607.21269,0.470478013,10.91414284,11.45378032,-0.53963748
271,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 314424259,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,110718.5218,147928.7302,-37210.20831,-0.251541457,18748.69224,26174.37167,-7425.679427,-0.283700389,2.055542571,2.375626661,-0.32008409
280,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 492035317,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,6.450887897,0,6.450887897,0,2.590718031,0,2.590718031,0,0.00123859,0,0.00123859
281,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 54618253,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0.476009109,7129.69299,-7129.216981,-0.999933236,1.133355021,2695.765232,-2694.631877,-0.999579579,0.001627683,0.435048249,-0.433420566
282,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 5553612,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,1245.527561,1397.534455,-152.0068936,-0.108767904,345.7006311,398.6469282,-52.94629705,-0.132815013,0.003974219,0.005722546,-0.001748327
283,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 603702367,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,3.14010668,-3.14010668,-1,0,2.000067949,-2.000067949,-1,0,0.000814,-0.000814
284,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 615174722,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,97448.62362,88985.32205,8463.301571,0.095108962,22700.19845,22354.57173,345.6267216,0.01546112,1.05731857,1.104925967,-0.047607398
285,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 669245416,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,8164.970706,9144.773659,-979.8029528,-0.107143489,3745.300373,3743.726555,1.573818088,0.00042,0.202180894,0.263959868,-0.061778974
289,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 90600094,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,845991.3758,866699.5094,-20708.13355,-0.023893095,149067.0349,156195.2827,-7128.247792,-0.045636767,10.85720699,11.48096465,-0.62375766
290,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 1 CT - 92794710,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,36844.06906,31486.41878,5357.650279,0.170157499,18683.36683,15980.97334,2702.393484,0.169100682,0.812107481,0.797647868,0.014459613
291,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 2 CT - 16457639,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,12761.33089,10099.87676,2661.454121,0.263513524,5189.614077,4172.684401,1016.929675,0.243711141,0.147967495,0.148432087,-0.000465
293,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 2 CT - 394743204,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,20.28740813,61.63918617,-41.35177805,-0.670868333,4.005488038,13.31787705,-9.312389016,-0.69923975,0.002764923,0.006122922,-0.003357999
294,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 13149191,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,137749.0649,132362.4421,5386.622811,0.040696007,48071.00948,48037.14831,33.86117437,0.000705,1.885015564,1.967799035,-0.082783471
297,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 35570466,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,3296.534462,6261.021786,-2964.487324,-0.473482991,836.6207234,1621.091691,-784.4709671,-0.483915235,0.09072177,0.096768303,-0.006046533
300,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 3 CT - 5547757,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,3.888980267,0,3.888980267,0,1.114320993,0,1.114320993,0,0.001823083,0,0.001823083
301,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS EYELASH CURLER 5 CT - 793973941,FACE,EYELASH CURLER,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,8.40589999,-8.40589999,-1,0,3.01,-3.01,-1,0,6.67E-05,-6.67E-05
304,Total US - Multi Outlet,QVS IMPLEMENTS EYELASH CURLER 1 CT - 4185001059,FACE,EYELASH CURLER,QVS GLOBAL,QVS,QVS,944.904847,1756.023655,-811.1188082,-0.461906539,123.4981304,233.1980151,-109.6998847,-0.470415173,0.01160967,0.027514764,-0.015905094
306,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 1 CT - 0997007552,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,2499697.607,2250276.776,249420.8311,0.110840068,271580.1646,266093.3629,5486.801749,0.020619837,41.47792915,42.05172557,-0.573796414
307,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 1 CT - 0997007553,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,114566.1492,169468.3172,-54902.168,-0.323967152,13020.05182,22225.09287,-9205.041047,-0.414173345,3.738929007,5.344362897,-1.605433891
312,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 1 CT - 8578103395,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,6059.385731,8370.919757,-2311.534026,-0.276138596,930.7930593,1610.470076,-679.6770169,-0.422036415,0.051102294,0.064496669,-0.013394375
314,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 2 CT - 0997104605,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,3749045.055,3018204.383,730840.672,0.242144195,572626.0732,489157.3629,83468.71038,0.170637747,64.22908764,62.63807391,1.591013725
315,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 2 CT - 0997416910,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,3774532.325,3557779.988,216752.3365,0.06092348,605753.7278,788059.2559,-182305.5281,-0.231334797,45.14826911,55.96731343,-10.81904432
317,Total US - Multi Outlet,REVLON IMPLEMENTS EYELASH CURLER 2 CT - 0997980685,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON,23859.01982,59186.06068,-35327.04086,-0.596881098,2884.008865,7449.341074,-4565.332209,-0.612850474,1.119268438,1.505861436,-0.386592997
318,Total US - Multi Outlet,REVLON COMFORT PLUS CONTROL IMPLEMENTS EYELASH CURLER 1 CT - 0997021453,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON COMFORT PLUS CONTROL,147074.7149,0,147074.7149,0,10636.60997,0,10636.60997,0,6.363529557,0,6.363529557
319,Total US - Multi Outlet,REVLON GOLD SERIES IMPLEMENTS EYELASH CURLER 2 CT - 0997542009,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON GOLD SERIES,946339.2988,913817.364,32521.93476,0.035589097,72254.34768,75260.22135,-3005.873672,-0.03993974,10.10082638,10.82370388,-0.722877493
320,Total US - Multi Outlet,REVLON SALON IMPLEMENTS EYELASH CURLER 1 CT - 0997959628,FACE,EYELASH CURLER,REVLON INC,REVLON,REVLON SALON,17018.59435,43324.92831,-26306.33396,-0.607187017,921.2486917,2580.963054,-1659.714362,-0.643060101,0.701615933,1.144095884,-0.442479952
321,Total US - Multi Outlet,SALLY HANSEN FLIRTY EYES IMPLEMENTS EYELASH CURLER 2 CT - 7528002548,FACE,EYELASH CURLER,COTY BEAUTY,SALLY HANSEN,SALLY HANSEN FLIRTY EYES,2.534281242,49.28092788,-46.74664664,-0.948574807,3.082986951,23.20238411,-20.11939716,-0.867126286,0.011712855,0.016672669,-0.004959815
323,Total US - Multi Outlet,SALLY HANSEN SEXY CURLS IMPLEMENTS EYELASH CURLER 2 CT - 7528002550,FACE,EYELASH CURLER,COTY BEAUTY,SALLY HANSEN,SALLY HANSEN SEXY CURLS,316803.6697,281149.8662,35653.8035,0.126814229,41752.12233,37293.75658,4458.365746,0.119547242,7.271513992,7.499911412,-0.22839742
325,Total US - Multi Outlet,SASSY + CHIC IMPLEMENTS EYELASH CURLER 1 CT - 3927723561,FACE,EYELASH CURLER,GREENBRIER INTERNATIONAL INC,SASSY + CHIC,SASSY + CHIC,5714.847198,1132.132719,4582.714479,4.047859763,4587.337485,993.3343967,3594.003089,3.618120041,0.012605787,0.004107956,0.008497831
326,Total US - Multi Outlet,SAVI LOOKING GOOD IMPLEMENTS EYELASH CURLER 1 CT - 4902270279,FACE,EYELASH CURLER,QVS GLOBAL,SAVI LOOKING GOOD,SAVI LOOKING GOOD,0,3.307485551,-3.307485551,-1,0,3.10580194,-3.10580194,-1,0,0.002931153,-0.002931153
330,Total US - Multi Outlet,SHISEIDO IMPLEMENTS EYELASH CURLER 1 CT - 2923850096,FACE,EYELASH CURLER,SHISEIDO AMERICA INC.,SHISEIDO,SHISEIDO,16052.25704,8622.587012,7429.670028,0.861652079,853.7023549,458.3794807,395.3228742,0.8624358,0.125515491,0.124441224,0.001074267
331,Total US - Multi Outlet,SHISEIDO IMPLEMENTS EYELASH CURLER 1 CT - 2923850097,FACE,EYELASH CURLER,SHISEIDO AMERICA INC.,SHISEIDO,SHISEIDO,1843.751379,1412.088798,431.6625811,0.305690819,381.0078219,284.2519356,96.75588632,0.340387784,0.092477769,0.081243409,0.011234361
332,Total US - Multi Outlet,SIMPLOSOPHY IMPLEMENTS EYELASH CURLER 1 CT - 1783302086,FACE,EYELASH CURLER,DONNAMAX INC,SIMPLOSOPHY,SIMPLOSOPHY,427.1341092,3000.869012,-2573.734903,-0.857663194,112.0657659,865.1751419,-753.1093761,-0.870470428,0.058778312,0.407301317,-0.348523005
336,Total US - Multi Outlet,THE CREME SHOP IMPLEMENTS EYELASH CURLER 1 CT - 4998005956,FACE,EYELASH CURLER,THE CREME SHOP,THE CREME SHOP,THE CREME SHOP,17.30260062,530.0881885,-512.7855878,-0.967359015,2.165531993,79.34996974,-77.18443775,-0.972709101,0.002382373,0.075786058,-0.073403684
337,Total US - Multi Outlet,THE VINTAGE COSMETIC IMPLEMENTS EYELASH CURLER 1 CT - 6028431011,FACE,EYELASH CURLER,THE VINTAGE COSMETIC COMPANY LTD,THE VINTAGE COSMETIC,THE VINTAGE COSMETIC,0,82.79253945,-82.79253945,-1,0,24.27409494,-24.27409494,-1,0,0.008147026,-0.008147026
339,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 0070526039,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,0,35.73,-35.73,-1,0,20,-20,-1,0,0.173881356,-0.173881356
341,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160312647,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,7.99,7.99,0,0,1,1,0,0,0.015218901,0.006967512,0.008251389
343,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160314918,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,13.04131618,15.27167788,-2.230361701,-0.146045622,3.000260115,4.100447059,-1.100186944,-0.268309023,0.005548304,0.023949433,-0.018401129
346,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160319383,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,0,7.99,-7.99,-1,0,1,-1,-1,0,0.013830495,-0.013830495
347,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160319790,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,543.0479802,364468.9013,-363925.8533,-0.998510029,114.1305507,46333.30242,-46219.17187,-0.997536749,0.068844446,18.8397553,-18.77091085
348,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160320679,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,404904.8453,353187.6993,51717.14603,0.146429635,50718.0661,43937.32863,6780.737468,0.154327486,19.96396301,18.94348732,1.020475689
349,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160320924,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,277323.5325,0,277323.5325,0,55448.77261,0,55448.77261,0,16.62849178,0,16.62849178
350,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160320925,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,273579.4564,0,273579.4564,0,45242.45354,0,45242.45354,0,20.09940509,0,20.09940509
351,Total US - Multi Outlet,TRIM IMPLEMENTS EYELASH CURLER 1 CT - 7160354500,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM,981122.2304,820414.4884,160707.7421,0.195886036,486986.5169,405722.3233,81264.1936,0.200295101,20.55810696,19.38001754,1.178089415
354,Total US - Multi Outlet,TRIM EASY HOLD IMPLEMENTS EYELASH CURLER 1 CT - 7160313553,FACE,EYELASH CURLER,PACIFIC WORLD CORP,TRIM,TRIM EASY HOLD,0,30.75770292,-30.75770292,-1,0,17.18575013,-17.18575013,-1,0,0.007336875,-0.007336875
